student_id,name,attendance,study_hours,assignments_completed,assignments_total,internal_marks,previous_percentage,participation,at_risk
1409,Student_409,76.4,4.5,7,10,18.6,80.2,56.0,1
1410,Student_410,81.2,6.7,7,10,28.0,50.8,90.1,1
1411,Student_411,83.5,3.0,10,10,39.1,80.3,54.3,0
1412,Student_412,61.5,3.8,9,10,40.0,91.1,72.2,0
1413,Student_413,56.6,3.9,8,10,31.5,51.2,50.4,1
1414,Student_414,90.3,5.9,10,10,30.5,54.2,80.2,0
1415,Student_415,79.0,3.4,6,10,14.4,83.3,78.7,0
1416,Student_416,66.0,3.9,9,10,23.2,72.1,100.0,0
1417,Student_417,93.6,4.4,8,10,21.5,76.3,61.5,0
1418,Student_418,76.4,3.8,8,10,22.7,73.1,78.4,1
1419,Student_419,89.2,2.8,10,10,25.8,73.9,67.0,0
1420,Student_420,75.8,3.8,9,10,23.7,48.1,90.9,1
1421,Student_421,99.7,5.1,9,10,13.1,83.7,50.6,0
1422,Student_422,96.1,2.0,10,10,32.2,85.5,79.9,0
1423,Student_423,72.0,3.7,7,10,19.5,64.6,61.1,0
1424,Student_424,86.7,2.4,6,10,28.7,67.3,63.7,0
1425,Student_425,82.7,5.3,5,10,40.0,45.0,66.8,0
1426,Student_426,91.4,1.2,4,10,20.6,75.7,70.0,1
1427,Student_427,63.4,2.7,10,10,9.3,76.6,62.7,1
1428,Student_428,83.2,4.1,5,10,25.0,67.1,69.3,1
1429,Student_429,87.7,5.8,7,10,34.7,84.9,96.6,0
1430,Student_430,53.9,3.4,7,10,40.0,63.0,84.7,1
1431,Student_431,60.8,2.7,8,10,18.4,76.5,82.4,1
1432,Student_432,50.5,6.3,9,10,30.5,52.7,55.9,1
1433,Student_433,71.8,1.3,9,10,23.7,67.6,47.2,1
1434,Student_434,83.6,0.5,6,10,26.3,65.4,84.1,0
1435,Student_435,93.0,4.2,7,10,40.0,71.4,82.5,1
1436,Student_436,75.9,2.7,8,10,16.5,62.5,94.5,1
1437,Student_437,94.5,2.0,7,10,28.8,66.0,52.9,1
1438,Student_438,58.4,4.6,10,10,30.3,80.4,60.4,0
1439,Student_439,54.6,3.9,8,10,34.6,61.4,32.2,0
1440,Student_440,74.3,2.7,9,10,27.7,43.9,57.2,0
1441,Student_441,79.6,1.6,9,10,29.2,94.2,84.9,0
1442,Student_442,74.6,4.8,10,10,24.3,88.7,55.7,0
1443,Student_443,50.2,4.5,8,10,28.9,48.6,77.8,1
1444,Student_444,73.9,3.4,5,10,24.6,78.3,61.2,1
1445,Student_445,59.3,6.3,8,10,31.4,60.5,71.5,1
1446,Student_446,83.0,1.9,6,10,24.4,72.0,42.0,0
1447,Student_447,79.4,1.2,6,10,29.6,72.4,66.7,0
1448,Student_448,63.7,2.5,9,10,26.8,64.5,10.0,1
1449,Student_449,68.8,3.4,10,10,34.9,56.2,61.3,1
1450,Student_450,62.3,3.9,8,10,26.6,57.6,32.4,0
1451,Student_451,74.2,3.1,8,10,14.6,54.3,89.1,1
1452,Student_452,86.5,4.0,10,10,35.8,55.5,80.5,0
1453,Student_453,63.2,1.6,8,10,20.7,67.0,74.3,1
1454,Student_454,81.0,5.7,10,10,22.4,57.3,95.4,0
1455,Student_455,68.6,3.4,9,10,22.8,78.2,46.0,0
1456,Student_456,65.5,5.2,4,10,36.6,90.3,99.9,1
1457,Student_457,73.7,4.0,9,10,12.1,59.3,83.6,1
1458,Student_458,62.6,4.2,8,10,40.0,71.6,60.3,0
1459,Student_459,68.4,4.4,10,10,34.4,75.5,87.7,0
1460,Student_460,60.6,4.2,9,10,28.6,75.1,42.9,1
1461,Student_461,98.6,4.5,7,10,26.6,69.1,48.5,1
1462,Student_462,75.4,5.5,5,10,29.0,79.1,52.8,1
1463,Student_463,66.6,3.8,7,10,30.6,75.2,54.4,1
1464,Student_464,77.6,4.6,6,10,31.5,49.4,43.9,0
1465,Student_465,73.7,3.4,6,10,30.9,81.0,89.5,1
1466,Student_466,72.3,5.7,9,10,27.6,81.3,59.8,0
1467,Student_467,82.4,2.5,10,10,25.6,56.6,72.1,1
1468,Student_468,84.1,6.2,8,10,25.9,68.6,53.6,0
1469,Student_469,68.6,3.4,5,10,25.6,78.2,28.6,0
1470,Student_470,68.1,1.4,8,10,34.9,64.9,70.4,1
1471,Student_471,71.7,3.7,10,10,31.2,84.1,26.8,0
1472,Student_472,47.4,2.5,6,10,6.4,100.0,63.6,1
1473,Student_473,56.8,4.8,7,10,31.6,56.2,37.6,0
1474,Student_474,91.4,2.5,8,10,28.4,47.3,100.0,0
1475,Student_475,94.7,2.8,6,10,26.9,72.6,83.2,0
1476,Student_476,72.0,0.7,9,10,24.3,78.8,67.1,0
1477,Student_477,81.9,2.8,7,10,34.9,64.5,90.3,0
1478,Student_478,78.7,0.5,8,10,33.6,89.8,48.1,0
1479,Student_479,100.0,1.1,6,10,21.6,47.9,75.9,1
1480,Student_480,88.4,4.6,7,10,29.8,78.4,69.0,0
1481,Student_481,73.5,4.7,9,10,20.2,58.9,70.3,0
1482,Student_482,63.5,4.1,7,10,17.3,93.8,90.4,0
1483,Student_483,55.7,2.0,10,10,22.6,97.9,79.6,0
1484,Student_484,77.4,3.4,7,10,33.0,56.5,70.8,0
1485,Student_485,65.9,3.5,8,10,33.7,59.8,31.9,0
1486,Student_486,57.9,1.8,9,10,30.6,80.9,45.8,0
1487,Student_487,67.2,5.8,5,10,32.1,62.2,62.5,1
1488,Student_488,62.0,4.8,4,10,30.6,67.3,66.9,0
1489,Student_489,95.2,3.2,4,10,22.5,68.4,42.4,1
1490,Student_490,85.6,3.5,10,10,30.0,39.2,100.0,0
1491,Student_491,74.9,3.8,6,10,32.6,67.8,95.3,0
1492,Student_492,92.8,0.5,10,10,32.3,57.7,77.0,0
1493,Student_493,75.9,3.1,6,10,35.3,60.6,66.4,0
1494,Student_494,64.7,2.5,8,10,32.0,89.7,60.8,0
1495,Student_495,93.3,2.0,10,10,29.5,49.2,46.0,0
1496,Student_496,81.5,3.1,10,10,34.5,80.2,66.5,1
1497,Student_497,62.6,6.2,10,10,26.8,63.8,70.2,0
1498,Student_498,72.7,4.5,10,10,20.8,63.8,40.2,0
1499,Student_499,64.5,2.6,10,10,25.9,79.9,71.7,0
1500,Student_500,58.4,4.4,9,10,21.8,73.1,61.9,1
